date,open,high,low,close,volume
2023-10-13 07:40:00+00:00,1550.54,1550.84,1549.53,1549.54,596.3342
2023-10-13 07:45:00+00:00,1549.53,1550.1,1547.1,1547.96,889.691
2023-10-13 07:50:00+00:00,1547.95,1549.02,1546.87,1549.02,731.7237
2023-10-13 07:55:00+00:00,1549.02,1549.67,1548.69,1549.55,900.1145
2023-10-13 08:00:00+00:00,1549.55,1552.0,1549.54,1551.19,757.9948
2023-10-13 08:05:00+00:00,1551.19,1552.28,1550.38,1551.18,668.6795
2023-10-13 08:10:00+00:00,1551.18,1551.63,1550.2,1550.45,579.8988
2023-10-13 08:15:00+00:00,1550.45,1552.39,1550.2,1550.29,629.921
2023-10-13 08:20:00+00:00,1550.28,1550.84,1549.26,1550.61,387.9468
2023-10-13 08:25:00+00:00,1550.61,1550.78,1550.0,1550.08,261.5107
2023-10-13 08:30:00+00:00,1550.09,1550.73,1549.21,1549.4,728.3875
2023-10-13 08:35:00+00:00,1549.4,1549.86,1548.49,1548.49,512.6706
2023-10-13 08:40:00+00:00,1548.5,1549.03,1548.22,1548.44,371.2485
2023-10-13 08:45:00+00:00,1548.44,1549.08,1547.93,1547.93,311.0977
2023-10-13 08:50:00+00:00,1547.93,1548.02,1546.99,1547.76,400.316
2023-10-13 08:55:00+00:00,1547.76,1547.89,1547.58,1547.72,218.198
2023-10-13 09:00:00+00:00,1547.72,1549.26,1547.72,1548.65,496.3751
2023-10-13 09:05:00+00:00,1548.65,1548.65,1547.53,1548.09,305.8867
2023-10-13 09:10:00+00:00,1548.1,1549.93,1548.02,1549.63,540.8964
2023-10-13 09:15:00+00:00,1549.63,1550.13,1549.45,1550.12,176.8667
2023-10-13 09:20:00+00:00,1550.13,1550.34,1549.85,1550.28,264.1125
2023-10-13 09:25:00+00:00,1550.28,1550.42,1549.34,1549.34,542.8287
2023-10-13 09:30:00+00:00,1549.35,1549.72,1548.04,1548.04,184.7817
2023-10-13 09:35:00+00:00,1548.05,1548.55,1547.48,1548.34,320.8815
2023-10-13 09:40:00+00:00,1548.33,1548.34,1546.66,1547.17,397.8819
2023-10-13 09:45:00+00:00,1547.18,1547.18,1546.21,1546.91,440.5858
2023-10-13 09:50:00+00:00,1546.9,1546.98,1545.73,1545.93,353.0539
2023-10-13 09:55:00+00:00,1545.94,1546.23,1543.02,1543.89,1605.1877
2023-10-13 10:00:00+00:00,1543.89,1544.38,1543.34,1543.97,587.4061
2023-10-13 10:05:00+00:00,1543.98,1544.54,1543.97,1544.21,400.2114
2023-10-13 10:10:00+00:00,1544.21,1545.2,1544.21,1544.68,347.354
2023-10-13 10:15:00+00:00,1544.69,1545.4,1544.58,1545.13,284.9492
2023-10-13 10:20:00+00:00,1545.14,1545.93,1545.13,1545.93,310.953
2023-10-13 10:25:00+00:00,1545.93,1545.93,1544.99,1544.99,218.5841
2023-10-13 10:30:00+00:00,1545.0,1545.89,1544.99,1545.88,272.9559
2023-10-13 10:35:00+00:00,1545.89,1545.89,1545.34,1545.77,228.4022
2023-10-13 10:40:00+00:00,1545.77,1545.78,1544.58,1544.65,564.075
2023-10-13 10:45:00+00:00,1544.64,1546.06,1544.64,1545.79,548.7433
2023-10-13 10:50:00+00:00,1545.79,1545.79,1544.87,1544.99,329.0119
2023-10-13 10:55:00+00:00,1545.0,1545.32,1544.99,1545.16,236.5005
2023-10-13 11:00:00+00:00,1545.17,1545.54,1544.98,1545.18,274.9673
2023-10-13 11:05:00+00:00,1545.17,1546.14,1545.17,1546.13,242.4964
2023-10-13 11:10:00+00:00,1546.14,1547.25,1545.75,1547.24,552.6457
2023-10-13 11:15:00+00:00,1547.24,1547.71,1544.88,1544.88,456.1015
2023-10-13 11:20:00+00:00,1544.88,1547.87,1544.77,1546.66,747.3106
2023-10-13 11:25:00+00:00,1546.67,1547.8,1546.4,1547.77,175.9826
2023-10-13 11:30:00+00:00,1547.76,1548.59,1547.37,1548.58,334.8656
2023-10-13 11:35:00+00:00,1548.59,1548.73,1548.01,1548.01,348.7571
2023-10-13 11:40:00+00:00,1548.02,1548.56,1547.42,1547.72,393.5963
2023-10-13 11:45:00+00:00,1547.73,1547.73,1546.5,1547.03,348.6256
2023-10-13 11:50:00+00:00,1547.03,1547.04,1546.08,1546.33,319.0385
2023-10-13 11:55:00+00:00,1546.33,1547.03,1546.08,1546.52,315.2306
2023-10-13 12:00:00+00:00,1546.52,1547.03,1545.42,1545.43,172.1564
2023-10-13 12:05:00+00:00,1545.42,1545.43,1542.2,1544.97,3572.9668
2023-10-13 12:10:00+00:00,1544.97,1548.38,1544.79,1548.25,563.751
2023-10-13 12:15:00+00:00,1548.25,1548.49,1547.41,1548.29,570.2261
2023-10-13 12:20:00+00:00,1548.3,1549.98,1547.79,1548.63,619.1751
2023-10-13 12:25:00+00:00,1548.64,1549.26,1548.23,1548.46,478.9196
2023-10-13 12:30:00+00:00,1548.47,1552.22,1548.46,1552.12,1016.381
2023-10-13 12:35:00+00:00,1552.12,1553.04,1550.66,1551.37,1350.2643
2023-10-13 12:40:00+00:00,1551.38,1551.79,1549.98,1550.42,683.2127
2023-10-13 12:45:00+00:00,1550.42,1551.13,1548.98,1550.43,671.0385
2023-10-13 12:50:00+00:00,1550.43,1553.49,1550.43,1552.54,831.7891
2023-10-13 12:55:00+00:00,1552.55,1553.37,1551.27,1553.37,711.0566
2023-10-13 13:00:00+00:00,1553.37,1553.87,1549.84,1549.98,1521.6338
2023-10-13 13:05:00+00:00,1549.98,1551.63,1549.61,1550.71,847.2272
2023-10-13 13:10:00+00:00,1550.72,1551.96,1549.76,1551.15,398.1135
2023-10-13 13:15:00+00:00,1551.14,1551.58,1549.4,1550.92,1075.0265
2023-10-13 13:20:00+00:00,1550.93,1551.42,1549.33,1551.42,816.8283
2023-10-13 13:25:00+00:00,1551.42,1552.1,1551.19,1551.28,402.1887
2023-10-13 13:30:00+00:00,1551.28,1552.44,1549.39,1549.4,415.8491
2023-10-13 13:35:00+00:00,1549.4,1549.88,1548.23,1549.52,509.414
2023-10-13 13:40:00+00:00,1549.51,1551.06,1548.94,1548.95,416.05
2023-10-13 13:45:00+00:00,1548.95,1549.89,1547.61,1549.89,459.2418
2023-10-13 13:50:00+00:00,1549.89,1550.23,1548.68,1549.02,316.6838
2023-10-13 13:55:00+00:00,1549.01,1549.98,1549.01,1549.34,251.0152
2023-10-13 14:00:00+00:00,1549.34,1549.38,1546.68,1548.47,805.3639
2023-10-13 14:05:00+00:00,1548.47,1549.44,1547.24,1549.22,376.5927
2023-10-13 14:10:00+00:00,1549.22,1549.22,1547.29,1547.3,495.7787
2023-10-13 14:15:00+00:00,1547.29,1547.78,1546.41,1546.45,427.7752
2023-10-13 14:20:00+00:00,1546.45,1547.33,1545.0,1545.09,518.0247
2023-10-13 14:25:00+00:00,1545.09,1546.39,1545.09,1545.34,442.2141
2023-10-13 14:30:00+00:00,1545.33,1546.31,1544.86,1546.09,383.6463
2023-10-13 14:35:00+00:00,1546.08,1546.14,1545.19,1545.44,278.6297
2023-10-13 14:40:00+00:00,1545.44,1546.23,1545.02,1545.62,303.1565
2023-10-13 14:45:00+00:00,1545.61,1546.2,1544.38,1544.83,330.7427
2023-10-13 14:50:00+00:00,1544.84,1544.84,1540.95,1542.67,1502.1569
2023-10-13 14:55:00+00:00,1542.66,1542.67,1541.27,1541.74,389.0652
2023-10-13 15:00:00+00:00,1541.73,1544.02,1540.68,1542.94,1034.0488
2023-10-13 15:05:00+00:00,1542.94,1543.36,1541.7,1543.35,247.0059
2023-10-13 15:10:00+00:00,1543.36,1543.46,1542.34,1542.77,200.8066
2023-10-13 15:15:00+00:00,1542.78,1543.9,1542.74,1542.93,360.738
2023-10-13 15:20:00+00:00,1542.94,1543.04,1537.76,1538.73,1945.6275
2023-10-13 15:25:00+00:00,1538.72,1541.19,1538.38,1541.08,866.6974
2023-10-13 15:30:00+00:00,1541.09,1541.58,1539.1,1539.43,659.0518
2023-10-13 15:35:00+00:00,1539.43,1541.0,1539.42,1540.4,755.2795
2023-10-13 15:40:00+00:00,1540.4,1541.06,1539.78,1540.82,287.7342
2023-10-13 15:45:00+00:00,1540.82,1541.28,1539.49,1539.55,643.8932
2023-10-13 15:50:00+00:00,1539.54,1539.55,1537.94,1538.93,561.4065
2023-10-13 15:55:00+00:00,1538.94,1540.57,1538.82,1539.64,357.0829
2023-10-13 16:00:00+00:00,1539.63,1541.01,1539.33,1540.48,551.5114
2023-10-13 16:05:00+00:00,1540.47,1542.33,1540.47,1541.97,487.9502
2023-10-13 16:10:00+00:00,1541.97,1542.33,1541.53,1542.32,233.9528
2023-10-13 16:15:00+00:00,1542.33,1543.13,1541.97,1542.82,541.3492
2023-10-13 16:20:00+00:00,1542.82,1544.2,1542.82,1543.73,507.5207
2023-10-13 16:25:00+00:00,1543.73,1543.73,1542.33,1543.52,263.8203
2023-10-13 16:30:00+00:00,1543.52,1548.23,1542.58,1547.18,1745.3715
2023-10-13 16:35:00+00:00,1547.19,1547.24,1545.86,1546.81,335.9074
2023-10-13 16:40:00+00:00,1546.8,1548.56,1546.43,1548.56,366.2164
2023-10-13 16:45:00+00:00,1548.56,1549.04,1546.35,1546.36,488.9636
2023-10-13 16:50:00+00:00,1546.35,1547.89,1545.34,1547.18,452.0848
2023-10-13 16:55:00+00:00,1547.17,1549.0,1546.81,1548.56,672.3748
2023-10-13 17:00:00+00:00,1548.56,1548.73,1547.18,1547.59,275.5551
2023-10-13 17:05:00+00:00,1547.59,1547.83,1545.41,1545.59,610.5128
2023-10-13 17:10:00+00:00,1545.59,1546.18,1544.47,1544.67,489.9648
2023-10-13 17:15:00+00:00,1544.67,1545.49,1544.0,1545.3,323.7502
2023-10-13 17:20:00+00:00,1545.29,1547.58,1545.23,1546.36,334.0352
2023-10-13 17:25:00+00:00,1546.37,1546.37,1543.32,1543.54,338.591
2023-10-13 17:30:00+00:00,1543.55,1543.55,1541.28,1541.39,534.1017
2023-10-13 17:35:00+00:00,1541.4,1543.48,1541.39,1543.48,487.0247
2023-10-13 17:40:00+00:00,1543.48,1546.1,1543.47,1545.21,532.8506
2023-10-13 17:45:00+00:00,1545.21,1545.78,1543.98,1544.54,433.2995
2023-10-13 17:50:00+00:00,1544.55,1545.43,1544.54,1544.83,176.1834
2023-10-13 17:55:00+00:00,1544.82,1545.22,1544.68,1544.68,295.67
2023-10-13 18:00:00+00:00,1544.68,1545.01,1544.3,1544.53,347.2367
2023-10-13 18:05:00+00:00,1544.52,1545.51,1544.36,1544.83,362.7201
2023-10-13 18:10:00+00:00,1544.83,1545.67,1544.54,1545.33,214.5172
2023-10-13 18:15:00+00:00,1545.34,1545.85,1544.12,1545.85,295.7712
2023-10-13 18:20:00+00:00,1545.85,1545.93,1544.35,1544.36,306.2022
2023-10-13 18:25:00+00:00,1544.36,1544.93,1544.07,1544.92,390.7755
2023-10-13 18:30:00+00:00,1544.91,1545.78,1544.21,1545.53,602.1524
2023-10-13 18:35:00+00:00,1545.54,1545.61,1542.28,1542.3,444.7716
2023-10-13 18:40:00+00:00,1542.31,1544.26,1542.3,1543.19,348.2149
2023-10-13 18:45:00+00:00,1543.2,1544.0,1542.84,1543.34,193.3048
2023-10-13 18:50:00+00:00,1543.34,1544.55,1543.33,1543.88,645.0851
2023-10-13 18:55:00+00:00,1543.89,1543.89,1543.27,1543.83,182.4203
2023-10-13 19:00:00+00:00,1543.83,1544.89,1543.16,1544.88,245.0329
2023-10-13 19:05:00+00:00,1544.89,1544.89,1541.51,1542.99,572.2703
2023-10-13 19:10:00+00:00,1542.98,1544.88,1542.44,1544.17,338.2996
2023-10-13 19:15:00+00:00,1544.18,1544.58,1543.51,1543.88,235.5728
2023-10-13 19:20:00+00:00,1543.88,1544.95,1543.88,1544.94,160.3664
2023-10-13 19:25:00+00:00,1544.94,1545.63,1544.33,1545.62,304.2341
2023-10-13 19:30:00+00:00,1545.63,1546.0,1544.24,1544.24,358.8587
2023-10-13 19:35:00+00:00,1544.25,1544.83,1544.0,1544.56,229.7487
2023-10-13 19:40:00+00:00,1544.56,1544.57,1543.06,1543.24,209.9961
2023-10-13 19:45:00+00:00,1543.24,1545.3,1543.19,1545.3,265.54
2023-10-13 19:50:00+00:00,1545.29,1545.58,1544.33,1544.41,456.4107
2023-10-13 19:55:00+00:00,1544.42,1545.95,1544.01,1545.94,196.0311
2023-10-13 20:00:00+00:00,1545.94,1546.98,1545.49,1546.59,357.4196
2023-10-13 20:05:00+00:00,1546.59,1546.61,1545.28,1545.43,184.1791
2023-10-13 20:10:00+00:00,1545.43,1545.43,1545.04,1545.04,227.0148
2023-10-13 20:15:00+00:00,1545.04,1545.05,1543.62,1544.73,282.0855
2023-10-13 20:20:00+00:00,1544.72,1545.03,1544.31,1544.59,120.5153
2023-10-13 20:25:00+00:00,1544.58,1545.16,1544.58,1544.83,220.2855
2023-10-13 20:30:00+00:00,1544.84,1544.98,1543.73,1544.96,308.8146
2023-10-13 20:35:00+00:00,1544.96,1545.76,1544.91,1545.75,1559.9996
2023-10-13 20:40:00+00:00,1545.76,1545.76,1544.89,1545.11,244.0635
2023-10-13 20:45:00+00:00,1545.11,1545.25,1543.86,1543.9,127.7216
2023-10-13 20:50:00+00:00,1543.9,1563.3,1543.89,1554.83,11656.6267
2023-10-13 20:55:00+00:00,1554.82,1560.85,1552.28,1559.41,5492.9407
2023-10-13 21:00:00+00:00,1559.4,1575.36,1559.3,1570.76,16452.9446
2023-10-13 21:05:00+00:00,1570.76,1571.63,1565.69,1566.93,2465.8839
2023-10-13 21:10:00+00:00,1566.93,1566.94,1557.09,1557.09,2736.6328
2023-10-13 21:15:00+00:00,1557.1,1560.44,1554.51,1559.51,2649.7225
2023-10-13 21:20:00+00:00,1559.51,1565.35,1558.45,1563.27,1519.574
2023-10-13 21:25:00+00:00,1563.26,1565.5,1561.82,1562.31,956.1877
2023-10-13 21:30:00+00:00,1562.31,1564.23,1561.54,1562.25,914.8341
2023-10-13 21:35:00+00:00,1562.26,1564.87,1561.93,1564.85,776.5216
2023-10-13 21:40:00+00:00,1564.85,1565.34,1561.23,1561.48,606.9997
2023-10-13 21:45:00+00:00,1561.48,1561.92,1561.3,1561.92,83.3185
2023-10-13 21:50:00+00:00,1561.91,1561.96,1558.16,1559.22,548.0879
2023-10-13 21:55:00+00:00,1559.21,1561.16,1559.21,1559.25,250.7021
2023-10-13 22:00:00+00:00,1559.24,1560.9,1559.16,1559.69,578.5524
2023-10-13 22:05:00+00:00,1559.69,1562.97,1559.68,1562.43,436.6989
2023-10-13 22:10:00+00:00,1562.44,1562.6,1560.77,1561.12,550.1446
2023-10-13 22:15:00+00:00,1561.12,1562.03,1560.28,1560.85,525.4394
2023-10-13 22:20:00+00:00,1560.85,1561.67,1559.08,1559.31,484.3765
2023-10-13 22:25:00+00:00,1559.31,1559.62,1556.84,1557.07,694.3167
2023-10-13 22:30:00+00:00,1557.06,1557.07,1553.15,1555.0,1231.7396
2023-10-13 22:35:00+00:00,1555.0,1555.74,1552.04,1553.96,1364.0652
2023-10-13 22:40:00+00:00,1553.97,1554.56,1548.86,1551.19,2483.614
2023-10-13 22:45:00+00:00,1551.2,1552.77,1549.65,1550.02,495.7831
2023-10-13 22:50:00+00:00,1550.03,1550.03,1547.53,1547.53,1083.0566
2023-10-13 22:55:00+00:00,1547.54,1549.48,1545.38,1549.48,1251.2241
2023-10-13 23:00:00+00:00,1549.47,1550.33,1548.2,1550.32,662.9641
2023-10-13 23:05:00+00:00,1550.32,1551.71,1547.86,1548.13,738.5659
2023-10-13 23:10:00+00:00,1548.13,1549.03,1546.56,1546.88,984.109
2023-10-13 23:15:00+00:00,1546.88,1548.9,1546.68,1547.99,475.1129
2023-10-13 23:20:00+00:00,1548.0,1550.27,1547.94,1549.5,277.0045
2023-10-13 23:25:00+00:00,1549.49,1549.93,1548.86,1549.08,230.1477
2023-10-13 23:30:00+00:00,1549.07,1549.33,1548.82,1549.32,182.1722
2023-10-13 23:35:00+00:00,1549.33,1550.33,1549.24,1550.13,196.9492
2023-10-13 23:40:00+00:00,1550.14,1551.34,1550.13,1551.18,224.3748
2023-10-13 23:45:00+00:00,1551.18,1551.37,1550.78,1550.89,395.6448
2023-10-13 23:50:00+00:00,1550.88,1551.61,1550.88,1551.15,605.358
2023-10-13 23:55:00+00:00,1551.14,1552.31,1551.14,1552.16,252.655
2023-10-14 00:00:00+00:00,1552.16,1553.31,1551.38,1552.91,344.7038
2023-10-14 00:05:00+00:00,1552.92,1553.27,1552.59,1552.78,363.461
2023-10-14 00:10:00+00:00,1552.78,1553.42,1552.78,1553.31,250.4141
2023-10-14 00:15:00+00:00,1553.31,1553.5,1552.28,1553.13,315.9969
2023-10-14 00:20:00+00:00,1553.12,1554.0,1552.63,1553.99,313.6932
2023-10-14 00:25:00+00:00,1553.99,1554.43,1553.38,1554.43,234.0726
2023-10-14 00:30:00+00:00,1554.42,1554.43,1552.93,1553.9,246.4049
2023-10-14 00:35:00+00:00,1553.9,1553.9,1553.34,1553.36,226.1952
2023-10-14 00:40:00+00:00,1553.35,1553.79,1553.35,1553.78,167.0744
2023-10-14 00:45:00+00:00,1553.79,1553.79,1552.33,1552.33,332.9794
2023-10-14 00:50:00+00:00,1552.34,1552.99,1552.21,1552.49,194.8122
2023-10-14 00:55:00+00:00,1552.49,1553.13,1552.48,1553.13,201.0225
2023-10-14 01:00:00+00:00,1553.12,1553.44,1552.7,1553.08,297.7126
2023-10-14 01:05:00+00:00,1553.07,1553.35,1551.33,1551.53,313.2842
2023-10-14 01:10:00+00:00,1551.53,1551.63,1550.84,1551.01,285.3095
2023-10-14 01:15:00+00:00,1551.0,1551.49,1550.94,1551.46,217.5949
2023-10-14 01:20:00+00:00,1551.47,1551.87,1550.71,1550.71,257.7174
2023-10-14 01:25:00+00:00,1550.72,1550.72,1549.43,1549.68,263.1946
2023-10-14 01:30:00+00:00,1549.68,1550.54,1549.43,1550.33,274.3333
2023-10-14 01:35:00+00:00,1550.32,1551.19,1549.92,1551.09,155.2727
2023-10-14 01:40:00+00:00,1551.09,1552.74,1550.93,1552.63,389.8691
2023-10-14 01:45:00+00:00,1552.64,1553.1,1552.23,1553.07,254.8555
2023-10-14 01:50:00+00:00,1553.07,1553.33,1552.54,1553.32,141.1337
2023-10-14 01:55:00+00:00,1553.33,1556.1,1553.32,1555.3,1220.4913
2023-10-14 02:00:00+00:00,1555.31,1556.26,1554.69,1556.26,261.8758
2023-10-14 02:05:00+00:00,1556.26,1556.48,1553.45,1554.19,388.8282
2023-10-14 02:10:00+00:00,1554.2,1554.2,1553.15,1553.58,274.2144
2023-10-14 02:15:00+00:00,1553.58,1553.79,1553.02,1553.78,480.0988
2023-10-14 02:20:00+00:00,1553.79,1554.92,1553.07,1554.74,522.3857
2023-10-14 02:25:00+00:00,1554.74,1554.93,1554.02,1554.93,246.4736
2023-10-14 02:30:00+00:00,1554.92,1555.13,1553.58,1554.16,289.3729
2023-10-14 02:35:00+00:00,1554.16,1555.36,1554.16,1554.96,359.7684
2023-10-14 02:40:00+00:00,1554.95,1555.98,1552.21,1553.74,1177.6939
2023-10-14 02:45:00+00:00,1553.74,1554.73,1553.58,1554.29,680.3831
2023-10-14 02:50:00+00:00,1554.28,1554.89,1554.15,1554.89,277.0201
2023-10-14 02:55:00+00:00,1554.89,1554.89,1554.04,1554.05,218.1336
2023-10-14 03:00:00+00:00,1554.04,1554.78,1554.04,1554.67,290.8784
2023-10-14 03:05:00+00:00,1554.67,1554.92,1554.53,1554.92,175.6585
2023-10-14 03:10:00+00:00,1554.92,1555.47,1554.35,1554.35,438.7224
2023-10-14 03:15:00+00:00,1554.35,1554.56,1553.99,1554.47,293.3954
2023-10-14 03:20:00+00:00,1554.47,1554.54,1552.82,1553.62,515.2592
2023-10-14 03:25:00+00:00,1553.62,1553.62,1553.16,1553.37,200.9009
2023-10-14 03:30:00+00:00,1553.37,1553.63,1553.0,1553.33,577.588
2023-10-14 03:35:00+00:00,1553.33,1554.69,1553.03,1553.86,695.3957
